;TripID;Questionnaire;Income;Gender;Age;Occupation;Education;HouseHoldSize;HouseHold16;driversLicense;carAvail;OriginLoc;DestLoc;Origin;Destination;startActiv;endActiv;tripStart_time;tripEnd_time;tripDuration;mode;TripDay;realTravelTime.Walk;realShortestDistance.Walk;realTransfer.Walk;realTravelTime.Car;realShortestDistance.Car;realTransfer.Car;realTravelTime.MrC;realShortestDistance.MrC;realTransfer.MrC;realTravelTime.Bus;realShortestDistance.Bus;realTransfer.Bus;realAccessWalkTime.Bus;realAccessWalkDist.Bus;realEgressWalkTime.Bus;realEgressWalkDist.Bus;realWaitingTime.Bus;EdPrimary;EdHighSchool;EdLyceum;EdUniversity;EdMSc;EdPhD;EdNoEducation;endMunic1;endMunic2;endMunic3;endMunic4;endMunic5;endMunic6;endMunic7;endMunic8;endMunic9;endMunic10;endMunic11;startMunic1;startMunic2;startMunic3;startMunic4;startMunic5;startMunic6;startMunic7;startMunic8;startMunic9;startMunic10;startMunic11;endHome;endWork;endLeisure;endShopping;endHealthActivities;endSports;endOther;startHome;startWork;startLeisure;startShopping;startHealthActivities;startSports;startOther;startPersonalActivities;Unemployed;Retired;Employed;Houseworks;Unemployed_other;Student;InZone
3898;7628;3500;10000-20000;Female;35-44;Employed;University;4;2;1;TRUE;1;2;302;604;Home;Work;7:30:00;7:55:00;25;Car;Σάββατο;7806;10253;0;1515;20679;0;1515;20679;0;2362;20679;2;1266;5193;78;103;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3899;7629;3500;10000-20000;Female;35-44;Employed;University;4;2;1;TRUE;2;3;604;302;Work;Home;13:00:00;13:35:00;35;Car;Σάββατο;7681;10314;0;1236;19204;0;1236;19204;0;2277;19204;3;514;3301;53;71;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3900;7630;3501;<10000;Male;35-44;Employed;Lyceum;5;2;1;TRUE;1;2;112;782;Home;Work;7:30:00;8:15:00;45;Car;Σάββατο;11006;14974;0;1552;18516;0;1552;18516;0;3001;18516;2;201;248;213;297;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3901;7631;3501;<10000;Male;35-44;Employed;Lyceum;5;2;1;TRUE;2;3;782;112;Work;Home;21:30:00;22:00:00;30;Car;Σάββατο;11123;14973;0;1503;18765;0;1503;18765;0;3405;18765;2;410;560;143;199;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3902;7633;3502;10000-20000;Male;25-34;Employed;University;4;4;1;TRUE;2;3;222;904;Work;Home;16:00:00;16:10:00;10;Car;Σάββατο;1492;1909;0;344;2044;0;344;2044;0;688;2044;1;99;138;52;72;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3903;7640;3506;ΔΞ/ΔΑ;Female;45-54;Employed;University;4;2;1;TRUE;1;2;313;607;Home;Work;9:00:00;10:00:00;60;Car;Σάββατο;10132;13199;0;962;19961;0;962;19961;0;3438;19961;2;185;232;674;838;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3904;7641;3506;ΔΞ/ΔΑ;Female;45-54;Employed;University;4;2;1;TRUE;2;3;607;313;Work;Home;11:30:00;12:00:00;30;Car;Σάββατο;9973;13195;0;878;16310;0;878;16310;0;3282;16310;2;417;608;105;138;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3905;7643;3506;ΔΞ/ΔΑ;Female;45-54;Employed;University;4;2;1;TRUE;4;5;304;313;DropSomebody;Home;17:10:00;17:15:00;5;Car;Σάββατο;1861;2471;0;372;3799;0;372;3799;0;938;3799;1;171;230;105;138;NA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3906;7645;3506;ΔΞ/ΔΑ;Female;45-54;Employed;University;4;2;1;TRUE;6;7;304;313;PickSomebody;Home;20:25:00;20:30:00;5;Car;Σάββατο;1861;2471;0;372;3799;0;372;3799;0;938;3799;1;171;230;105;138;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3907;7657;3514;ΔΞ/ΔΑ;Male;16-24;Student;PrimarySchool;4;4;1;TRUE;3;4;230;632;OtherMeetings;Sports;20:00:00;20:20:00;20;Car;Σάββατο;7592;10192;0;1632;10651;0;1632;10651;0;2724;10651;3;179;243;171;231;NA;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA
3908;7659;3515;10000-20000;Female;55-64;Retired;PrimarySchool;5;5;1;TRUE;1;2;711;787;Home;Shopping;9:00:00;9:15:00;15;Car;Σάββατο;2313;3270;0;322;3279;0;322;3279;0;1384;3279;1;209;304;56;89;NA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3909;7660;3515;10000-20000;Female;55-64;Retired;PrimarySchool;5;5;1;TRUE;2;3;787;711;Shopping;Home;10:15:00;10:30:00;15;Car;Σάββατο;2676;3272;0;431;4823;0;431;4823;0;1490;4823;1;177;203;226;328;NA;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;NA
3910;7665;3517;ΔΞ/ΔΑ;Male;16-24;Student;Lyceum;3;3;0;TRUE;3;4;909;688;Home;Sports;20:50:00;21:00:00;10;Car;Σάββατο;2743;3881;0;635;4293;0;635;4293;0;2118;4293;1;1465;2021;189;247;NA;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;NA
3911;7666;3517;ΔΞ/ΔΑ;Male;16-24;Student;Lyceum;3;3;0;TRUE;4;5;688;909;Sports;Home;22:20:00;22:40:00;20;Car;Σάββατο;3096;3881;0;700;4490;0;700;4490;0;1899;4490;2;119;132;905;1148;NA;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;NA
3912;7668;3518;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;2;3;232;212;School;HorkRelatedActivities;13:30:00;13:45:00;15;Car;Σάββατο;1553;2102;0;415;2492;0;415;2492;0;977;2492;1;205;275;264;333;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3913;7669;3518;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;3;4;212;305;HorkRelatedActivities;STPersonalActivities(Gas);14:30:00;14:45:00;15;Car;Σάββατο;1767;2271;0;645;2871;0;645;2871;0;849;2871;1;191;241;94;136;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3914;7670;3518;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;4;5;305;307;STPersonalActivities(Gas);OtherMeetings;15:00:00;15:15:00;15;Car;Σάββατο;1009;1269;0;364;1896;0;364;1896;0;744;1896;1;444;587;147;211;NA;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3915;7671;3518;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;5;6;307;493;OtherMeetings;Shopping;15:30:00;15:40:00;10;Car;Σάββατο;2257;2996;0;445;3374;0;445;3374;0;1875;3374;1;283;411;761;1001;NA;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3916;7672;3518;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;6;7;493;229;Shopping;Sports;16:10:00;16:20:00;10;Car;Σάββατο;2342;3191;0;459;3462;0;459;3462;0;2028;3462;1;504;754;718;889;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;NA
3917;7674;3518;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;8;9;937;232;Leisure;Home;22:00:00;22:30:00;30;Car;Σάββατο;10810;15155;0;939;18098;0;939;18098;0;2979;18098;2;1649;15219;74;94;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;NA
3918;7675;3518;10000-20000;Male;45-54;Employed;University;4;2;1;TRUE;9;10;232;116;Home;Leisure;23:30:00;23:55:00;25;Car;Σάββατο;3876;5108;0;876;5079;0;876;5079;0;1666;5079;1;47;44;75;94;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3919;7680;3522;<10000;Male;55-64;Retired;HighSchool;2;2;1;TRUE;1;2;937;902;Home;Shopping;9:00:00;9:05:00;5;Car;Σάββατο;7861;10883;0;969;11291;0;969;11291;0;2636;11291;2;237;346;134;186;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3920;7692;3526;ΔΞ/ΔΑ;Male;16-24;Student;Lyceum;4;4;0;TRUE;5;6;211;315;Leisure;Home;22:45:00;22:55:00;10;Car;Σάββατο;2185;2789;0;459;3859;0;459;3859;0;1106;3859;1;164;240;187;250;NA;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;NA
3921;7705;3530;<10000;Male;55-64;Retired;PrimarySchool;2;2;1;TRUE;1;2;509;520;Home;PickSomebody;15:00:00;15:30:00;30;Car;Σάββατο;1419;2119;0;450;2450;0;450;2450;0;1092;2450;1;88;136;545;735;NA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3922;7706;3530;<10000;Male;55-64;Retired;PrimarySchool;2;2;1;TRUE;2;3;520;509;PickSomebody;Home;15:40:00;16:30:00;50;Car;Σάββατο;1838;2118;0;455;2489;0;455;2489;0;1311;2489;1;596;734;192;206;NA;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3923;7707;3531;10000-20000;Female;35-44;Employed;HighSchool;3;3;1;TRUE;1;2;523;584;Home;Work;7:20:00;7:25:00;5;Car;Σάββατο;1656;2154;0;599;5637;0;599;5637;0;1196;5637;1;582;659;70;97;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3924;7708;3531;10000-20000;Female;35-44;Employed;HighSchool;3;3;1;TRUE;2;3;584;523;Work;Home;15:30:00;15:40:00;10;Car;Σάββατο;1574;2154;0;269;2919;0;269;2919;0;988;2919;1;69;94;427;643;NA;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3925;7720;3535;<10000;Male;45-54;Retired;Lyceum;6;4;1;TRUE;1;2;510;116;Home;PersonalActivities;9:00:00;10:00:00;60;Car;Σάββατο;5090;7456;0;1438;8439;0;1438;8439;0;2514;8439;1;511;817;614;818;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3926;7721;3535;<10000;Male;45-54;Retired;Lyceum;6;4;1;TRUE;2;3;116;510;PersonalActivities;Home;12:30:00;13:30:00;60;Car;Σάββατο;6642;7457;0;1189;11002;0;1189;11002;0;2792;11002;1;660;834;791;854;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;NA
3927;7723;3535;<10000;Male;45-54;Retired;Lyceum;6;4;1;TRUE;4;5;254;510;OtherMeetings;Home;20:00:00;21:00:00;60;Car;Σάββατο;8170;9689;0;725;8444;0;725;8444;0;3377;8444;2;32;33;791;854;NA;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3928;7728;3538;20000-30000;Female;45-54;Houseworks;University;3;2;1;TRUE;1;2;510;104;Home;Sports;9:00:00;9:10:00;10;Car;Σάββατο;4403;6487;0;1073;8249;0;1073;8249;0;1997;8249;1;503;661;259;311;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA
3929;7729;3538;20000-30000;Female;45-54;Houseworks;University;3;2;1;TRUE;2;3;104;510;Sports;Home;12:00:00;12:15:00;15;Car;Σάββατο;5543;6487;0;1180;7592;0;1180;7592;0;1935;7592;1;203;310;536;665;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;NA
3930;7740;3542;<10000;Female;65+;Employed;HighSchool;2;2;1;TRUE;1;2;501;782;Home;Work;7:45:00;8:30:00;45;Car;Σάββατο;11760;16236;0;1349;23138;0;1349;23138;0;3702;23138;2;276;400;213;297;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3931;7741;3542;<10000;Female;65+;Employed;HighSchool;2;2;1;TRUE;2;3;782;501;Work;Home;17:00:00;17:40:00;40;Car;Σάββατο;12483;16301;0;1342;23529;0;1342;23529;0;4255;23529;2;410;560;344;395;NA;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3932;7744;3543;<10000;Male;45-54;Employed;Lyceum;1;1;1;TRUE;3;4;689;782;Home;Work;12:30:00;12:50:00;20;Car;Σάββατο;8078;10970;0;1006;14158;0;1006;14158;0;1926;14158;1;205;298;213;297;NA;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3933;7745;3543;<10000;Male;45-54;Employed;Lyceum;1;1;1;TRUE;4;5;782;908;Work;Work;13:00:00;13:20:00;20;Car;Σάββατο;9673;12934;0;1202;17149;0;1202;17149;0;3429;17149;2;410;560;751;914;NA;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3934;7746;3543;<10000;Male;45-54;Employed;Lyceum;1;1;1;TRUE;5;6;908;782;Work;Work;13:30:00;14:00:00;30;Car;Σάββατο;9375;12933;0;1114;17628;0;1114;17628;0;3241;17628;2;628;905;213;297;NA;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3935;7747;3543;<10000;Male;45-54;Employed;Lyceum;1;1;1;TRUE;6;7;782;630;Work;Home;14:10:00;14:30:00;20;Car;Σάββατο;8468;11500;0;1043;15634;0;1043;15634;0;2589;15634;1;410;560;508;631;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3936;7750;3544;10000-20000;Male;35-44;Employed;University;4;2;1;TRUE;1;2;905;204;Home;HorkRelatedActivities;8:00:00;8:15:00;15;Car;Σάββατο;3115;4300;0;758;4462;0;758;4462;0;1477;4462;1;482;655;163;206;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3937;7751;3544;10000-20000;Male;35-44;Employed;University;4;2;1;TRUE;2;3;204;707;HorkRelatedActivities;Work;8:30:00;9:00:00;30;Car;Σάββατο;10906;12362;0;1222;13078;0;1222;13078;0;3808;13078;2;139;206;215;212;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3938;7752;3544;10000-20000;Male;35-44;Employed;University;4;2;1;TRUE;3;4;707;239;Work;HorkRelatedActivities;12:00:00;12:30:00;30;Car;Σάββατο;8794;12563;0;1134;12957;0;1134;12957;0;4093;12957;2;124;211;300;413;NA;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3939;7754;3544;10000-20000;Male;35-44;Employed;University;4;2;1;TRUE;5;6;224;905;HorkRelatedActivities;Home;14:45:00;15:00:00;15;Car;Σάββατο;3046;3949;0;645;5692;0;645;5692;0;1538;5692;1;239;319;388;454;NA;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3940;7764;3547;10000-20000;Female;45-54;Employed;University;3;3;1;TRUE;1;2;245;240;Home;Work;11:30:00;11:35:00;5;Car;Σάββατο;1110;1538;0;339;1513;0;339;1513;0;623;1513;1;140;148;38;50;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3941;7765;3547;10000-20000;Female;45-54;Employed;University;3;3;1;TRUE;2;3;240;245;Work;Home;16:00:00;16:05:00;5;Car;Σάββατο;1178;1538;0;345;1513;0;345;1513;0;625;1513;1;95;109;99;153;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3942;7768;3549;10000-20000;Female;25-34;Student;Lyceum;2;2;1;TRUE;1;2;119;177;Home;School;9:15:00;9:30:00;15;Car;Σάββατο;2566;3370;0;922;4834;0;922;4834;0;1402;4834;1;329;479;174;247;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;NA
3943;7769;3549;10000-20000;Female;25-34;Student;Lyceum;2;2;1;TRUE;2;3;177;119;School;Home;15:30:00;15:30:00;30;Car;Σάββατο;2545;3370;0;702;3584;0;702;3584;0;1097;3584;1;46;61;381;479;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA
3944;7770;3549;10000-20000;Female;25-34;Student;Lyceum;2;2;1;TRUE;3;4;119;106;Home;Leisure;23:00:00;23:10:00;10;Car;Σάββατο;1910;2504;0;584;3167;0;584;3167;0;1106;3167;1;329;479;131;153;NA;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;NA
3945;7778;3553;<10000;Female;35-44;Employed;Lyceum;4;3;1;TRUE;2;3;302;619;OtherMeetings;Home;22:00:00;22:20:00;20;Car;Σάββατο;6785;9066;0;1720;10494;0;1720;10494;0;3198;10494;2;168;183;154;202;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3946;7781;3555;30000-40000;Male;35-44;Employed;Lyceum;4;2;1;TRUE;1;2;286;502;Home;Work;8:30:00;8:35:00;5;Car;Σάββατο;2021;2769;0;365;2769;0;365;2769;0;1082;2769;1;79;113;299;414;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3947;7783;3555;30000-40000;Male;35-44;Employed;Lyceum;4;2;1;TRUE;3;4;286;504;Home;PickSomebody;17:30:00;17:35:00;5;Car;Σάββατο;4134;5260;0;747;7942;0;747;7942;0;1755;7942;2;79;113;65;84;NA;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
3948;7797;3561;<10000;Male;55-64;Unemployed;PrimarySchool;4;4;1;TRUE;1;2;514;518;Home;Work;8:00:00;8:15:00;15;Car;Σάββατο;902;1015;0;302;1373;0;302;1373;0;463;1373;1;107;118;76;82;NA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;NA
3949;7814;3570;30000-40000;Male;55-64;Retired;MSc;4;4;1;TRUE;2;3;911;781;OtherMeetings;OtherMeetings;17:00:00;17:30:00;30;Car;Σάββατο;5297;7357;0;1014;7551;0;1014;7551;0;3709;7551;2;311;465;675;930;NA;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3950;7815;3570;30000-40000;Male;55-64;Retired;MSc;4;4;1;TRUE;3;4;781;403;OtherMeetings;Home;17:30:00;18:30:00;60;Car;Σάββατο;15354;19835;0;2019;27407;0;2019;27407;0;5329;27407;4;672;930;81;83;NA;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3951;7816;3571;10000-20000;Male;55-64;Retired;University;4;4;1;TRUE;1;2;711;407;Home;OtherMeetings;10:00:00;11:00:00;60;Car;Σάββατο;12695;17304;0;1192;20754;0;1192;20754;0;3984;20754;3;239;349;125;199;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3952;7817;3571;10000-20000;Male;55-64;Retired;University;4;4;1;TRUE;2;3;407;711;OtherMeetings;Home;13:30:00;15:00:00;90;Car;Σάββατο;13566;17306;0;1207;21094;0;1207;21094;0;4020;21094;3;53;72;285;348;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA
3953;7844;3584;20000-30000;Female;35-44;Employed;University;4;2;1;TRUE;2;3;116;302;Work;Home;14:30:00;15:00:00;30;Car;Σάββατο;4211;5714;0;886;6745;0;886;6745;0;1616;6745;1;154;224;196;250;NA;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3954;7846;3586;30000-40000;Female;45-54;Employed;MSc;3;3;1;TRUE;2;3;308;303;Work;Home;12:00:00;12:10:00;10;Car;Σάββατο;1161;1494;0;316;1828;0;316;1828;0;799;1828;1;133;191;421;600;NA;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;NA
3955;7851;3588;<10000;Male;35-44;Employed;Lyceum;4;2;1;TRUE;1;2;939;932;Home;Work;10:00:00;10:05:00;5;Car;Σάββατο;4206;5784;0;496;5784;0;496;5784;0;1067;5784;1;332;448;104;135;NA;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;NA
